fips,county,certified,certification_date,certification_deadline,meeting_date,meeting_time,broadcast_available,broadcast_platform,broadcast_url,broadcast_meeting_id,in_person_only,broadcast_notes,broadcast_source,ballots_cast,registered_voters,turnout_pct,notes,source_url
13183,Long,No,,2026-05-25,2026-05-22,5:30 PM,No,,,,Yes,"The official notice for the computation and canvassing of returns for the May 19, 2026 General Primary specifies that the meeting will take place at the Long County Elections Office at 5:30 p.m. on May 22, 2026, with no mention of a livestream or virtual attendance option. Past reports indicate meetings are held in person.","[Computation & Canvassing Notice](https://www.longcountyga.gov/s/20260519_Computation_and_Canvassing_Notice.pdf), [Long County Elections Important Information](https://www.longcountyga.gov/elections-important)","1,919",,,"Computation and canvassing of returns is scheduled for Friday, May 22, 2026, at 5:30 p.m. at the Long County Elections Office.","[Long County Elections Page](https://www.longcountyga.gov/elections-important), [Georgia Secretary of State Results](https://results.sos.ga.gov/results/public/long-county-ga/elections/GeneralPrimary51926)"
13185,Lowndes,No,,2026-05-25,2026-05-26,3:00 PM,Unknown,,,,Unknown,"No information regarding a livestream or broadcast was found on the official county website, calendar, or YouTube channel for the certification meeting. Past meetings were held in person.","[Lowndes County Board of Elections](https://www.lowndescounty.com/194/Board-of-Elections), [Elections & Voting](https://www.lowndescounty.com/221/Elections-Voting)","3,618 (preliminary early) / 10.1% turnout sitting at State hub","81,482 (reported registered residents)",,"Certification meeting for the May 19, 2026 Primary is scheduled for Tuesday, May 26, 2026, at 3:00 P.M. at the Elections office. Current results are unofficial.","[Ad Early SCANNING TABULATION AND CONSOLIDATION MAY 2026.pdf](https://bluesky.lowndescounty.com/index.php/s/Pf24MB826AF5Q76?dir=/Documents%20For%202026/Documents%20for%20May%202026%20Primary%20Election&openfile=true), [Lowndes County - Georgia Votes](https://www.georgiavotes.com/county.php?c=92&a=1)"
13187,Lumpkin,No,,2026-05-25,,,,,,,,,,Unknown,Unknown,Unknown,"As of May 21, 2026, the website provides a Voter Participation Report but does not list certified results or a certification notice. Canvassing began May 19.",[Lumpkin County Elections](https://www.lumpkincounty.gov/183/Elections-Registration)
13193,Macon,No,,2026-05-25,,,,,,,,,,,,,"As of May 21, 2026, no official certification for the May 19 primary was found. Results remain unofficial pending the statutory deadline of May 25, 2026.",[Macon County Elections](https://www.maconcountyga.gov/board-of-elections-and-registration.cfm)
13195,Madison,No,,2026-05-25,,,,,,,,,,Not reported,"~22,700 (estimated based on early voting turnout)",Not reported,"Results for Madison County races (County Commission and Board of Education) have been reported by local media, but official certification by the Board of Elections is still pending. The statutory deadline is May 25, 2026. Unofficial results show Theresa Bettis and Stephanie Harvin winning commission seats, and Angie McGinnis and Robert Hooper winning school board seats.","[Madison County Elections](http://www.mcelections.net), [WUGA News](https://www.wuga.org/local-news/2026-05-20/full-rundown-of-state-primary-and-local-nonpartisan-election-results-several-headed-to-runoffs)"
13197,Marion,Unknown,,2026-05-25,,,,,,,,,,435 (early voting first day),,,"No certification notice or official results for the May 19 primary were found on the county website or in local news as of May 21, 2026. Early voting data reported 435 ballots on day one.",[Marion County Elections](https://www.marioncountyga.org/by-department/elections-and-registration/)
13189,McDuffie,No,,2026-05-25,,,,,,,,,,,,,"Election results are still marked as 'Unofficial' on the Georgia Secretary of State website as of May 21, 2026. No certification meeting agenda has been posted on the county portal.","[County Elections](https://www.thomson-mcduffie.gov/259/Elections-Registration), [SOS Results](https://results.sos.ga.gov/results/public/mcduffie-county-ga/elections/GeneralPrimary51926)"
13191,McIntosh,No,,2026-05-25,2026-05-22,,No,,,,Yes,"The Board of Elections website lists meetings to be held in person at 103 Jefferson Street, with no mention of a livestream or remote option for the May 22 certification meeting. Past minutes also do not refer to virtual participation.","[Board of Elections | McIntosh County, GA](https://www.mcintoshcountyga.com/247/Board-of-Elections), [BOE Meetings & Minutes | McIntosh County, GA](https://www.mcintoshcountyga.com/250/BOE-Meetings-Minutes)",7268,,,"Board meeting to certify results is scheduled for May 22, 2026. Current results are unofficial. Ballots cast estimate based on Governor's race totals.","[Board of Elections](https://www.mcintoshcountyga.com/250/BOE-Meetings-Minutes), [Election Results](https://results.sos.ga.gov/results/public/mcintosh-county-ga/elections/GeneralPrimary51926/reports)"
13199,Meriwether,No,,2026-05-25,2026-05-21,,No,,,,Yes,"The certification meeting is scheduled for Tuesday, May 26, 2026, at 10:00 AM at the Board of Elections office. No livestream or remote access information is provided on the official notice.",[Elections Page](https://www.meriwethercountyga.gov/385/Elections),4797,,,"Certification meeting scheduled for May 26, 2026, at 10:00 AM. A pre-certification meeting was held on May 21, 2026.",[Meriwether County Elections](https://www.meriwethercountyga.gov/385/Elections)
13201,Miller,No,,2026-05-25,,,,,,,,,,Unknown,Unknown,Unknown,"As of May 21, 2026, no official certification announcement or final certified results for the May 19 primary have been posted on the Miller County website. Unofficial results pending.","[County Elections Page](https://millercountyga.gov/boc.html), [Agendas and Minutes](https://millercountyga.gov/minutes.html)"
13205,Mitchell,No,,2026-05-25,,,,,,,,,,,,,"As of May 21, 2026, the Mitchell County elections website has not posted a notice of certification or official results for the May 19, 2026 primary. Statutory deadline is May 25.",[County Elections Page](https://www.mitchellcountyga.net/board-of-elections-registration/)
13207,Monroe,No,,2026-05-25,2026-05-22,4:00 PM,Unknown,,,,Unknown,"The Monroe County Board of Elections website indicates a meeting is scheduled for Friday, May 22, 2026, but does not provide livestream links. Past Board of Commissioners meetings are sometimes streamed on their Facebook page, but no specific election board stream was found.",[Monroe County Board of Elections Meeting Page](https://www.monroecogaelections.com/board-minutes),"8,485","23,250",36.5%,"Results labeled ""Final Unofficial"". Certification meeting scheduled for Friday, May 22, 2026 at 4:00 p.m. per the Board of Elections meeting schedule.","[County Elections Page](https://www.monroecogaelections.com/board-minutes), [Election Results Page](https://www.monroecoga.org/2026/05/20/final-results-from-the-may-19-2026-primary-election-in-monroe-county/)"
13209,Montgomery,No,,2026-05-25,,,,,,,,,,445 (early/absentee only),"~5,855 (calculated from 7.6% turnout snippet)",7.6% (early/absentee only),"Board of Elections met May 21, 2026; site does not yet confirm certification. Early/absentee turnout was 445 (7.6%).","[County Elections](https://www.montcoga.gov/board-elections-registration), [Georgia Votes](https://www.georgiavotes.com/county.php?c=103)"
13211,Morgan,No,,2026-05-25,2026-05-22,11:15 AM,No,,,,Yes,Meeting notice and official BOER page do not mention livestreaming or remote access. Only Board of Commissioners meetings are listed on the county's livestream portal.,"[Meeting Change Notice](https://www.morgancountyga.gov/DocumentCenter/View/5085), [Morgan County BOER Office & Meetings](https://www.morgancountyga.gov/387/Morgan-County-BOER-Office)","5,745",,,"Certification meeting rescheduled for May 22, 2026, at 11:15 AM (Regular and Certification meeting). Pre-certification at 11:00 AM. Results currently ""Unofficial & Incomplete"".","[County Elections Page](https://www.morgancountyga.gov/111/Elections-Registration), [Meeting Change Notice](https://www.morgancountyga.gov/DocumentCenter/View/5085), [SOS Results Page](https://results.sos.ga.gov/results/public/morgan-county-ga/elections/GeneralPrimary51926)"
13213,Murray,No,,2026-05-25,2026-05-22,,Unknown,,,,No,"Murray County Board of Elections lists the May 22nd certification meeting on its 2026 schedule with a 'Time TBD' and location at the 121 N 4th Ave office. No livestream links were found on the official website or Facebook. The county has been experiencing a cyberattack as of May 14, 2026, which has affected some office operations, though early voting continued. Board of Education meetings are streamed on the 'Murray on the Mic' YouTube channel, but no similar government channel for Board of Elections meetings was identified.","[Murray County Board of Elections](https://www.murraycountyga.org/653/Board-of-Elections), [Murray County Elections](https://www.murraycountyga.org/77/Elections)",,,,"The Board of Elections is scheduled to certify the May 19, 2026, General Primary results at a meeting on May 22, 2026.",[County Elections Page](https://www.murraycountyga.org/653/Board-of-Elections)
13215,Muscogee,No,,2026-05-25,2026-05-21,,Unknown,,,,No,Board meetings are typically held the 1st Thursday of the month. Certification notices mention meetings are open to the public but do not specify a livestream. Past meetings are not evident on the county's primary YouTube (CCG-TV) or Facebook pages.,[Elections & Registration Office](https://columbusga.gov/elections),"36,941","127,710",28.9%,"Results pending certification. 36,941 ballots cast out of 127,710 active registered voters reported. No certification meeting found prior to May 21. Statutory deadline is May 25.","[County Elections Page](https://columbusga.gov/elections), [Couriernews Report](https://www.couriernews.org/muscogee-county-primary-election-by-the-numbers/)"
13217,Newton,No,,2026-05-25,2026-05-21,4:00 PM,No,,,,Yes,"The Board of Elections website lists the certification meeting for May 21, 2026, with no livestream option. A public notice for election tabulation explicitly prohibits electronics.",[Board Members and Meetings](https://www.newtoncountyga.gov/170/Board-Members-and-Meetings),"24,040","87,337",27.53%,"Board meeting to certify results was scheduled for May 21, 2026, at 4:00 PM; results remain posted as unofficial.","[County Elections](https://www.newtoncountyga.gov/174/Election-Results), [Board Meetings](https://www.newtoncountyga.gov/170/Board-Members-and-Meetings)"
13219,Oconee,No,,2026-05-25,2026-05-22,2:00 PM,No,,,,Yes,"The meeting is held in person. While the Board of Commissioners and Town Halls are often livestreamed via Zoom/YouTube, there is no evidence that Board of Elections meetings are broadcast live.",[Oconee County CivicClerk](https://oconeecountyga.portal.civicclerk.com/event/1886/files/agenda/4166),"12,439","32,161",38.68%,"Certification meeting scheduled for May 22, 2026 at 2:00 p.m. Results current as of May 21 remain unofficial and incomplete. Risk Limiting Audit scheduled for May 29.",[Oconee County Elections](https://www.oconeecountyga.gov/1463/Elections-Registration)
13221,Oglethorpe,No,,2026-05-25,2026-05-22,3:00 PM,Unknown,,,,Unknown,"The official elections page lists the certification meeting for May 22, 2026, at 3 p.m. at the Board of Elections office, but does not mention any livestream or remote access options.",[Oglethorpe County Elections & Registration](https://www.oglethorpecountyga.gov/elections),,,,"Board certification meeting for the May 19, 2026 primary is scheduled for May 22, 2026, at 3 p.m. per the county website.",[County Elections Page](https://www.oglethorpecountyga.gov/elections)
13223,Paulding,No,,2026-05-25,2026-05-26,10:00 AM,No,,,,Yes,The Board of Elections meeting schedule for 2026 indicates the certification meeting will be held in person in the Cafeteria. No livestream or remote access options are mentioned.,[Board of Elections Meeting Schedule](https://www.paulding.gov/DocumentCenter/View/16239/2026-Board-of-Elections-Meeting-Schedule-),"31,400+ (estimated from summary)",,,"Certification meeting scheduled for May 26, 2026, at 10:00 a.m. Results currently listed as unofficial.","[Paulding County Elections](https://www.paulding.gov/216/Elections-Voter-Registration), [Board of Elections Meeting Schedule](https://www.paulding.gov/DocumentCenter/View/16239/2026-Board-of-Elections-Meeting-Schedule-), [GA SOS Results](https://results.sos.ga.gov/results/public/paulding-county-ga/elections/GeneralPrimary51926)"
13225,Peach,No,,2026-05-25,2026-05-22,4:00 PM,No,,,,Yes,"Meeting notice specifies in-person at Peach County Courthouse. No livestream options or links were found for Board of Elections meetings, though the Board of Commissioners uses a portal.",[Board of Elections Updates](https://peachcounty.gov/board-of-elections/board-of-elections-updates/),"5,147","21,486",23.96%,"Certification meeting scheduled for Friday, May 22, 2026, at 4:00 PM at the Peach County Courthouse. Results currently unofficial.",[County Elections](https://peachcounty.gov/board-of-elections/board-of-elections-updates/)
13227,Pickens,No,,2026-05-25,2026-05-22,2:00 PM,Unknown,,,,No,"The certification meeting is scheduled for Tuesday, May 26, 2026, at 4:00 PM at the Board of Elections Office. Past board meetings have been posted to the KnowPickens YouTube channel, typically within a few days of the meeting, but no live broadcast link or platform (e.g., Zoom, YouTube Live) has been provided in the official notice or on social media.",[Pickens County Board of Elections Notices](https://pickensgaelections.com/notices),"7,540","27,329",27.59%,"Results are currently ""Unofficial and Incomplete"". A special board meeting is scheduled for May 22, 2026 at 2 pm.",[Pickens County Elections](https://pickensgaelections.com/2026-primary-election)
13229,Pierce,No,,2026-05-25,,,,,,,,,,"3,311 (Republican Chair race total)",,,"As of May 21, results remain unofficial with 100% of precincts reporting. No board certification vote has been announced; statutory deadline is May 25, 2026.","[Pierce County Elections](https://piercecountyga.gov/elections-voting-an-overview/), [Pierce County Board of Elections Facebook](https://www.facebook.com/PierceVoters/)"
13231,Pike,No,,2026-05-25,,,,,,,,,,"5,065","16,328",32.5%,"Results are listed as unofficial on the SOS website as of May 21, 2026. News reports 100% precincts reporting with 32.5% turnout. No certification notice found.","[County Elections](https://govote.pikecoga.gov), [Election Results](https://results.sos.ga.gov/results/public/pike-county-ga/elections/GeneralPrimary51926), [Pike County Georgia News](https://pikecountygeorgia.com/election-results/)"
13233,Polk,No,,2026-05-25,2026-05-22,10:00 AM,Unknown,,,,No,"The official notice on the Polk County Board of Elections website specifies that the special called meeting on Friday, May 22, 2026, will be held in person at the County Commissioners Meeting Room. No livestream or remote participation information is provided on the website or meeting notice.",[Polk County Board of Elections](https://www.polkga.org/departments/elections_office/index.php),"6,938","27,332",25.38%,"Results marked Unofficial and Incomplete. Special meeting to certify scheduled for Friday, May 22, 2026, at 10:00 AM.",[County Elections](https://www.polkga.org/departments/elections_office/index.php)
13235,Pulaski,No,,2026-05-25,2026-06-08,,No,,,,Yes,Board of Elections meetings are held in person at the Pulaski County Courthouse Annex Auditorium. No livestream or remote access information is provided on the official website or social media.,"[Pulaski County Elections & Voting](https://hawkinsville-pulaski.org/departments/elections-registrations/), [Pulaski County Meetings & Events](https://hawkinsville-pulaski.org/meetings-events/)",831 (Advanced voting reconciliation as of May 18: 802 in-person + 28 mail returned + 1 UOCAVA),,,"The website shows 'Advanced Voting Daily Reconciliation' as of May 19, 2026, but no official certification notice. Board meets 2nd Mondays; June 8, 2026 is the next scheduled meeting.","[Pulaski County Elections](https://hawkinsville-pulaski.org/departments/elections-registrations/), [Elections News](https://hawkinsville-pulaski.org/2026/05/19/advanced-voting-daily-reconciliation-may-18-2026/)"
13237,Putnam,No,,2026-05-25,2026-05-22,,Unknown,,,,No,"No livestream link found on the official Board of Elections website, agenda, or social media. Past Board of Elections meetings were noted as in-person. Board of Commissioners meetings are sometimes streamed on Facebook Live, but no confirmation for Board of Elections meetings.","[Putnam County Board of Elections](https://ber.putnam-ga.gov), [May 22 Agenda](https://ber.putnam-ga.gov/may-22-2026-pre-certification-meeting/)",,"18,097",,"Certification meeting is scheduled for May 26, 2026, at 3:00 PM. A pre-certification meeting is set for May 22. Results remain unofficial as of May 21.",[County Elections](https://ber.putnam-ga.gov)
13239,Quitman,No,,2026-05-25,,,,,,,,,,96 (unofficial/partial),"1,701 (reported by Georgia Votes)",5.6% (reported as early/absentee),"Site shows primary election day as May 19, 2026. Board meets last Thursday of month (May 28). Certification results not yet posted as of May 21. Turnout 5.6% reported as early/absentee.","[Quitman County Elections](https://www.gqc-ga.org/Default.asp?ID=121&pg=Elections), [Georgia Votes](https://www.georgiavotes.com/county.php?c=118)"
13241,Rabun,No,,2026-05-25,2026-05-26,,Unknown,,,,No,"The Rabun County Board of Elections website lists a regular meeting for May 26, 2026, at 8:30 AM in the conference room. No livestream information is provided, and past listings indicate meetings are held in person. No official YouTube or Facebook page for the Board of Elections was found.",[Rabun County Elections](https://www.rabuncounty.ga.gov/elections),,,,"Board meeting to certify results is scheduled for May 26, 2026, which is after the current date of May 21. No certified results found yet.",[County Elections](https://www.rabuncounty.ga.gov/elections)
13243,Randolph,Unknown,,2026-05-25,,,,,,,,,,,,,"The official Randolph County elections website does not currently list certification status or results for the May 19, 2026 primary. Statutory deadline is May 25, 2026.",[Randolph County Board of Elections](https://www.randolphcountyga.com/board-of-elections-and-registration)
13245,Richmond,No,,2026-05-25,2026-05-22,11:00 AM,Yes,YouTube / County Portal,[County Portal](https://www.augustaga.gov/live),,No,"The certification meeting is scheduled for May 22, 2026, at 3:05 PM and is livestreamed via the Augusta-Richmond County government's live portal.",[Certification Meeting Agenda](https://www.augustaga.gov/Archive.aspx?ADID=22537),"38,796","131,245",29.56%,"Certification meeting scheduled for May 22, 2026, at 11:00 AM. Results are currently unofficial. Registered voters: 131,245.","[Election Results](http://appweb2.augustaga.gov/election/results/electab_gp_2026), [Meeting Agendas](https://www.augustaga.gov/Archive.aspx?AMID=200)"
13247,Rockdale,No,,2026-05-25,,,,,,,,,,"22,309","64,759",34.45%,Election night results (9:44 PM) show 100% precincts reported but not yet officially certified. No certification meeting announcement found for May 2026.,"[County Elections Page](https://www.rockdalecountyga.gov/board-of-elections-voter-registration/), [Election Summary Report](https://www.rockdalecountyga.gov/wp-content/uploads/2026/05/ElectionSummaryReportRPT-3.pdf)"
13249,Schley,No,,2026-05-25,2026-05-22,,Unknown,,,,Unknown,No livestream or broadcast information was found on the official county website or social media pages. Past Board of Elections meetings for Schley County have typically been held in person.,"[Schley County Elections](https://schleycountyga.us/pages/elections-voter-registration), [Schley County News](https://schleycountyga.us/news/general-election)",Unknown,"3,201",Unknown,"No certification notice found as of May 21. Certification meetings in other Georgia counties are scheduled for May 22, 2026. Results remain unofficial.","[County Elections Page](https://schleycountyga.us/pages/elections-voter-registration), [Georgia Votes](https://www.georgiavotes.com/county.php?c=123)"
13251,Screven,No,,2026-05-25,,,,,,,,,,,,,"As of May 21, 2026, the county website has not posted certified results or 2026 meeting minutes. The latest official report listed is from November 2024.","[County Elections Page](https://www.screvencountyboc.com/election-administration), [BOE Meeting Page](https://www.screvencountyboc.com/boe-meetings)"
13253,Seminole,No,,2026-05-25,,,,,,,,,,,,,"Results are marked as unofficial on the Secretary of State website as of May 21, 2026. No certification meeting notice or minutes have been posted since the election.","[County Elections Page](https://www.seminolecountyga.com/188/Elections-Registration), [GA Secretary of State Results](https://results.sos.ga.gov/results/public/seminole-county-ga/elections/GeneralPrimary51926)"
13255,Spalding,No,,2026-05-25,2026-05-26,10:30 AM,Yes,YouTube,[County YouTube](https://www.youtube.com/channel/UC-o-lXj7Ctc6MQ2u_FIuo9Q),,No,"The county livestreams Board of Elections meetings to its official YouTube channel. Certification is scheduled for May 26, with a special record review meeting on May 22.",[Spalding County Board of Elections Meetings](https://spaldingcountyelections.com/board-meetings/),"14,183","49,102",28.88%,"Certification is scheduled for Tuesday, May 26, 2026, at 10:30 AM. Results posted are ""Unofficial and Incomplete"" as of May 19.","[Board Meetings](https://spaldingcountyelections.com/board-meetings/), [Election Results](https://spaldingcountyelections.com/election-results-reports/)"
13257,Stephens,No,,2026-05-25,2026-05-22,5:00 PM,No,,,,Yes,"The meeting is open to the public at the Historic Courthouse, but no livestream or broadcast is mentioned in the official notice or on the county's preferred media outlets. Local news (WNEG) confirms the meeting is in-person.","[Stephens County Elections](https://stephenscountyga.gov/elections-voter-registration/), [WNEG Radio](https://wnegradio.com/unofficial-stephens-county-election-results/)","4,848","19,071",25.42%,"Certification meeting scheduled for Friday, May 22, 2026, at 5:00 PM. Results are currently unofficial and incomplete.","[County Elections Page](https://stephenscountyga.gov/elections-voter-registration/), [Certification Meeting Notice](https://stephenscountyga.gov/wp-content/uploads/2026/04/special-called-meeting.pdf), [Unofficial Results Report](https://stephenscountyga.gov/wp-content/uploads/2026/05/Unofficial-and-Incomplete-Final-Election-Night-Report-with-Reg-Turnout.pdf)"
13259,Stewart,No,,2026-05-25,2026-05-25,,Unknown,,,,Yes,"No mention of a livestream for the Board of Elections certification meeting was found on the official county website or elections page. While a third-party group, ""Stewart County Streaming,"" frequently records other local government meetings (e.g., County Commission, School Board), no specific livestream or scheduled broadcast for the May 2026 certification meeting could be confirmed. Meetings are typically held in person at the Board of Elections office.",[Stewart County Georgia Elections](https://stewartcountyga.gov/elections/index.html),,,,"No official notice of certification found as of May 21, 2026. The statutory deadline for Georgia counties to certify results is May 25, 2026.",[Stewart County Elections](https://stewartcountyga.gov/elections/index.html)
13261,Sumter,No,,2026-05-25,,,,,,,,,,"4,917","18,037",27.26%,"Results as of May 19, 2026 are marked 'Unofficial'. Registered voter count as of 4/22/2026 was 18,037. Turnout is approx 27.26%. Meeting calendar shows no certification meeting yet held.","[County Elections](https://www.sumtercountygaelections.us), [Georgia SOS Results](https://results.sos.ga.gov/results/public/sumter-county-ga/elections/GeneralPrimary51926)"
13263,Talbot,No,,2026-05-25,2026-05-22,,No,,,,Yes,Meeting notices and the official website only specify a physical location and invite public attendance in person. No livestream or remote options are listed.,"[Meeting Detail Page](https://www.talbotcountyga.org/board-elections-and-registration/meeting/may-19th-2026-election-certification-meeting), [Public Notices](https://www.talbotcountyga.org/board-elections-and-registration/page/public-notices)",,,,"Certification meeting scheduled for May 26, 2026, at 11:30 AM. Pre-certification meeting scheduled for May 22. Results remain unofficial.","[County Elections Page](https://www.talbotcountyga.org/board-elections-and-registration), [Certification Meeting Details](https://www.talbotcountyga.org/board-elections-and-registration/meeting/may-19th-2026-election-certification-meeting), [Official Results Page](https://results.sos.ga.gov/results/public/talbot-county-ga/elections/GeneralPrimary51926)"
13265,Taliaferro,No,,2026-05-25,,,,,,,,,,Unknown,"1,321 (reported by Georgia Votes)",12.1% (early voting only),"No official announcement of certification found as of May 21, 2026. Results appear to be pending or unofficial. Statutory deadline is May 25, 2026.","[Taliaferro County Board of Registrars](https://taliaferrocountyga.org/board-of-registrars/), [Georgia Votes Taliaferro County](https://www.georgiavotes.com/county.php?c=131)"
13267,Tattnall,No,,2026-05-25,,,,,,,,,,Unknown,Unknown,Unknown,"No certification announcement found. Statutory deadline is May 25, 2026. Local results are being reported but official certification by the Board has not been confirmed as of May 21.",[Tattnall County Board of Elections](https://www.tattnallcountyga.com/board-of-elections-and-registration.cfm)
13269,Taylor,Unknown,,2026-05-25,,,,,,,,,,,,,"County website has not been updated with May 19, 2026 primary certification info or meeting notices as of May 21, 2026. Certification typically occurs the Friday after the election.",[Taylor County Elections](https://taylorcountyga.com/departments-administration.php)
13271,Telfair,Unknown,,2026-05-25,,,,,,,,,,,,,"No official county elections website with live results or certification updates was found. Statutory deadline for certification is May 25, 2026.",[U.S. Vote Foundation - Telfair County](https://www.usvotefoundation.org/telfair-county-ga-election-office)
13273,Terrell,No,,2026-05-25,,,,,,,,,,,,,"Results are currently unofficial. No certification announcement or meeting minutes for the May 19 primary have been posted on the county website as of May 21, 2026.",[County Elections](https://terrellcountyga.gov/page5.html)
13275,Thomas,No,,2026-05-25,2026-05-22,5:00 PM,Unknown,,,,Unknown,The Thomas County Board of Elections website was unreachable during the search. Historical data from 2020-2021 indicates that Board of Elections meetings were held in person without a livestream. No current 2026 broadcast information was found on the official site or social media.,"[Thomas County Board of Elections](https://thomascountyboc.org/elections-and-registration), [Thomas County Board of Elections Facebook](https://www.facebook.com/ThomasCountyBoardofElections/)","7,014 (estimated from US Senate race totals)",,,"Certification is scheduled for Friday, May 22, 2026, at 5 p.m. at the elections office. Election day turnout was 3,680.","[County Elections](https://thomascountyboc.org/elections-and-registration), [WTXL News](https://www.wtxl.com/news/local-news/in-your-neighborhood/thomas-county/thomas-county-voters-head-to-polls-for-2026-georgia-primary-despite-several-unopposed-local-races), [Georgia SOS Results](https://results.sos.ga.gov/results/public/thomas-county-ga/elections/GeneralPrimary51926)"
13277,Tift,No,,2026-05-25,,,,,,,,,,"5,613","28,065",20.0%,"Results as of May 21, 2026 are marked as 'Unofficial'. 12 of 12 precincts have completed election night reporting. Board meetings are typically held on the 4th Monday of the month.",[Tift County Elections Results](https://results.sos.ga.gov/results/public/tift-county-ga/elections/GeneralPrimary51926)
13279,Toombs,No,,2026-05-25,,,,,,,,,,Unknown,"17,702",Unknown,"As of May 21, 2026, no certification notice has been posted. Results remain unofficial. Regular Board of Elections meetings are held on the first Thursday of each month.",
13281,Towns,No,,2026-05-25,,,,,,,,,,,,,"Unofficial results reported May 20 for BOE race (3,286 votes). No certification announcement found as of May 21. Statutory deadline is May 25.",[County Elections](http://www.townscountyga.org/board-of-elections---registration.html)
13283,Treutlen,No,,2026-05-25,,,,,,,,,,737,,,"Site shows unofficial ballot totals (664 in-person, 73 absentee returned). No certification notice found as of May 21. Board meets 1st Fridays.","[Treutlen County Election Board](https://treutlencountygov.com/government/boards_commission/election_board.php), [Daily Ballot Totals](https://cms2.revize.com/revize/treutlenga/Documents/ELETIONS/5-19-26%20Ballot%20Totals%2017.pdf)"
13285,Troup,No,,2026-05-25,2026-05-21,,No,,,,Yes,"The agenda for the May 21, 2026 meeting (which includes certification) does not provide a livestream link. Past videos for the Board of Elections were not found on the county's video portals.","[Troup County Board of Elections Agenda (May 21, 2026)](https://troupcountyga.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2543)","10,000+ (estimated from partial results)","48,739 (reported by Georgia Votes)",,"Board meeting on May 21, 2026 included 'Certify May Election if able to' on agenda. Results remain marked as unofficial on SOS site as of May 21, 12:53 PM.","[County Elections](https://www.troupcountyga.gov/Services/Elections), [Meeting Agenda](https://troupcountyga.iqm2.com/Citizens/FileView.aspx?Type=14&ID=2097), [SOS Results](https://results.sos.ga.gov/results/public/troup-county-ga/elections/GeneralPrimary51926)"
13287,Turner,No,,2026-05-25,,,,,,,,,,Unknown,"6,112",Unknown,"As of May 21, 2026, Turner County has not posted notice of certification. Results are pending for the May 19 primary. Statutory deadline is May 25.","[Turner County Elections](https://turnercountygeorgia.com/departments/elections.html), [Georgia Votes - Turner](https://www.georgiavotes.com/county.php?c=142&a=1)"
13289,Twiggs,No,,2026-05-25,,,,,,,,,,,,,"Computation, canvassing, and certification began May 20, 2026, and will continue day to day until complete. No official certification notice found as of May 21.",[County Elections](https://www.twiggscounty.us/notice-l-a-testing-computation-canvassing-and-absentee-voting-may-192026-general-primary-election-nonpartisan-election/)
13291,Union,No,,2026-05-25,2026-05-28,,Unknown,,,,Unknown,"The Board of Elections website states there are no board meetings scheduled for May or June 2026 due to the elections. While the county's Board of Commissioners livestreams to YouTube, no evidence was found that the Board of Elections broadcasts its certification meetings.","[Union County Board of Election](https://www.unioncountyga.gov/308/Board-of-Election), [Agenda Center](https://www.unioncountyga.gov/AgendaCenter)",7650,,,"Results are pending certification. Site explicitly states 'No Board Meeting' for May 2026. Risk Limiting Audit scheduled for May 28, 2026. Unofficial results posted.","[Board of Election](https://www.unioncountyga.gov/308/Board-of-Election), [Elections & Voter Registration](https://www.unioncountyga.gov/306/Elections-Voter-Registration)"
13293,Upson,No,,2026-05-25,2026-05-22,3:00 PM,Unknown,YouTube,[County YouTube](https://www.youtube.com/@upsoncountygeorgiagovernme2008),,No,"Past Board of Elections meetings have been posted to the county's YouTube channel, but no live broadcast link was found for the May 22, 2026 certification meeting.","[Public Notices](https://www.upsoncountyga.org/430/Public-Notices-and-Announcements), [Meeting Notice](https://www.upsoncountyga.org/DocumentCenter/View/4011/May-22-2026-Certification-Meeting-Notice?bidId=)","5,067","19,407",26.11%,"Certification meeting is scheduled for May 22, 2026, at 3:00 PM. Results posted as of May 21 are unofficial and incomplete.","[County Elections Page](https://upsoncountyga.org/499/Election-Results), [Certification Meeting Notice](https://upsoncountyga.org/DocumentCenter/View/4011/May-22-2026-Certification-Meeting-Notice?bidId=), [Election Summary Report](https://upsoncountyga.org/DocumentCenter/View/4009/ElectionSummaryReportRPT_Upson?bidId=)"
13295,Walker,No,,2026-05-25,,,,,,,,,,,,,"Results on Georgia SOS site remain ""UNOFFICIAL"" as of May 21, 2026. All 11 precincts have completed election night reporting, but certification is not yet posted.","[County Elections](https://walkercountyga.gov/residents/elections/), [Election Results](https://results.sos.ga.gov/results/public/walker-county-ga/elections/GeneralPrimary51926)"
13297,Walton,No,,2026-05-25,2026-05-22,,No,,,,Yes,"Meeting notice lists only the physical address (1110 E Spring St, Monroe). While other county boards stream to YouTube, the Board of Elections has no history of broadcasting meetings.","[Board Meetings | Walton County, GA](https://www.waltoncountyga.gov/538/Board-Meetings)",15477,,,"Results are currently unofficial. Special called meetings for certification are scheduled for Friday, May 22, 2026, and Tuesday, May 26, 2026. Registered voter count not yet reported.","[Walton County Board of Elections Meetings](https://www.waltoncountyga.gov/538/Board-Meetings), [Georgia Secretary of State Election Results](https://results.sos.ga.gov/results/public/walton-county-ga/elections/GeneralPrimary51926)"
